Code;Site ID;Site;Region;ECM Category;Energy;Meter Category;State;Identification Date;Issue Identified;Corrective Action;ECM Creation Date;Estimated Consumtion kWh;Estimated Cost;Creation User;Blocked;Implemented;New;Realized;To be implemented;Updated;Last Save Date;Last Save Author;BMS;Behaviour;Maintenance;Refrigeration;Capital;Word Order Number;Work Complete;Under Contract;RMM Validated;Investment;Capital Investment;Type;Last Comment Date;Last Comment Author;Comments;Implementation Date;Type Code
522-02;522;Portsmouth Victory Park;South West;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT3 (label name = HT3S -- R407A) is set to 151 PSI [21.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;28193;2537;Laurent Crolard;;2014/4/10 11:03;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 14:56:45;Craig Lloyd;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will attend site and check through settings and update|27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |18/06/2014 01:00:00|elutions@elutions.com|Discharge inverter at 151 PSI, current value at 173 PSI, could you review it?|04/08/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : We will investigate.|11/08/2014 01:00:00|elutions@elutions.com|Do you need more information? When will it be investigate?|04/10/2014 11:03:35|Craig Lloyd|Attended site on 03/10 changed discharge set point to 131 PSI;;
522-01;522;Portsmouth Victory Park;South West;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = HT1S -- R407A) is set to 151 PSI [21.6°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;28193;2537;Laurent Crolard;;2014/4/10 11:07;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 14:56:45;Craig Lloyd;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will attend site and check through settings and update|27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |18/06/2014 01:00:00|elutions@elutions.com|Discharge inverter at 151 PSI, current value at 173 PSI, could you review it?|04/08/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : We will investigate.|11/08/2014 01:00:00|elutions@elutions.com|Do you need more information? When will it be investigate?|04/10/2014 11:07:06|Craig Lloyd|Attended site and changed to 131 psi on the 3/10/14;;
231-06;231;Belper Chapel Street;Midlands;Capital;Electricity;Refrigeration;New;30/09/2013 05:00:00;Floating Suction Enabled: The floating suction on pack LT1 Compressor Pack (label name = 300.0 -- R744) is not set efficiently. Floating Suction = FALSE, Max suction setpoint = 200.0 PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 200.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;2420;218;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;29/04/2015 14:25:20;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;17/06/2014 01:00:00;elutions@elutions.com;17/06/2014 01:00:00|elutions@elutions.com|no changes made|09/07/2014 01:00:00|elutions@elutions.com|The floating suction isn't enabled, the cases aren't configured.  |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;0
231-05;231;Belper Chapel Street;Midlands;Capital;Electricity;Refrigeration;New;30/09/2013 05:00:00;Floating Suction Enabled: The floating suction on pack HT2 Compressor Pack (label name = 200.0 -- R407A) is not set efficiently. Floating Suction = FALSE, Max suction setpoint = 45.0 PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 45.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;10545;949;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;29/04/2015 14:25:20;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;17/06/2014 01:00:00;elutions@elutions.com;17/06/2014 01:00:00|elutions@elutions.com|no changes made|09/07/2014 01:00:00|elutions@elutions.com|The floating suction isn't enabled, the cases aren't configured.  |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;0
231-04;231;Belper Chapel Street;Midlands;Capital;Electricity;Refrigeration;New;30/09/2013 04:00:00;Floating Suction Enabled: The floating suction on pack HT1 Compressor Pack (label name = 100.0 -- R407A) is not set efficiently. Floating Suction = FALSE, Max suction setpoint = 45.0 PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 45.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;9965;897;Laurent Crolard;;;2014/1/9 13:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;29/04/2015 14:25:20;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;17/06/2014 01:00:00;elutions@elutions.com;17/06/2014 01:00:00|elutions@elutions.com|no changes made|09/07/2014 01:00:00|elutions@elutions.com|The floating suction isn't enabled, the cases aren't configured.  |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;0
231-03;231;Belper Chapel Street;Midlands;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 05:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 Compressor Pack (label name = 300.0 -- R744) is set to 150.0 PSI [-36.7 °„C]. Floating Suction Mode = FALSE;The suction setpoint on JTL could be changed to 172.5 PSI [-33°„C]. The floating suction mode should be enabled if possible.;30/09/2013 10:00:00;4439;400;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;29/04/2015 14:25:20;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;17/06/2014 01:00:00;elutions@elutions.com;17/06/2014 01:00:00|elutions@elutions.com|no changes made|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;0
231-02;231;Belper Chapel Street;Midlands;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 05:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT2 Compressor Pack (label name = 200.0 -- R407A) is set to 150 PSI [21.4 °„C]. Floating Discharge = null, Refrigerant = R407A, Ambient Offset = null;The discharge setpoint on JTL could be changed to 131.1 PSI [17.0°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;14477;1303;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;29/04/2015 14:25:20;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;17/06/2014 01:00:00;elutions@elutions.com;17/06/2014 01:00:00|elutions@elutions.com|no changes made|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;0
231-01;231;Belper Chapel Street;Midlands;Refrigeration;Electricity;Refrigeration;Updated;30/09/2013 05:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 Compressor Pack (label name = 100.0 -- R407A) is set to 150 PSI [21.4 °„C]. Floating Discharge = null, Refrigerant = R407A, Ambient Offset = null;The discharge setpoint on JTL could be changed to 131.1 PSI [17.0°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;14477;1303;Laurent Crolard;;;30/09/2013 10:00:00;;15/05/2014 10:30:00;25/07/2014 11:00:00;29/04/2015 14:25:20;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;17/06/2014 01:00:00;elutions@elutions.com;17/06/2014 01:00:00|elutions@elutions.com|no changes made|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;0
089-05;89;Leeds Kirkstall;North;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = LT-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;7632;687;Laurent Crolard;;2014/11/12 16:18;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 15:10:34;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 3:00;elutions@elutions.com;06/06/2014 03:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : will attend 03/07/2014 to make adjustments |17/06/2014 03:00:00|elutions@elutions.com|Floating setpoint at 8 PSI|09/07/2014 03:00:00|elutions@elutions.com|The floating suction isn't enable and the cases aren't configured.  |11/12/2014 16:18:37|Richard Lacey|night time setback is not available with these controllers. floating suction is set up and operating.;;
089-04;89;Leeds Kirkstall;North;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HTA-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 54.8 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;11049;994;Laurent Crolard;;2014/11/12 16:23;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 15:10:34;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 3:00;elutions@elutions.com;06/06/2014 03:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : will attend 03/07/2014 to make adjustments |17/06/2014 03:00:00|elutions@elutions.com|Floating setpoint at 48 PSI|09/07/2014 03:00:00|elutions@elutions.com|The floating suction is enabled and cases are configured, but the max floating diff is set to 0 PSI. The suction pressure will never change. |11/12/2014 16:23:50|Richard Lacey|night time setback is not available with these controllers. floating suction set for 4.;;
089-03;89;Leeds Kirkstall;North;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 04:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = LT-D -- R404A) is set to 8.0 PSI [-36.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;30/09/2013 10:00:00;11682;1051;Laurent Crolard;;2014/10/10 12:06;30/09/2013 10:00:00;;15/05/2014 10:30:00;;26/03/2015 18:19:56;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 1:00;elutions@elutions.com;06/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : will attend 03/07/2014 to make adjustments |17/06/2014 01:00:00|elutions@elutions.com|Floating setpoint at 8 PSI|10/10/2014 12:06:56|Richard Lacey|Setpoint changed to 11psi.;;
089-02;89;Leeds Kirkstall;North;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT1 (label name = LT-D -- R404A) is set to 161 PSI [23.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;6151;554;Laurent Crolard;;2014/10/10 12:06;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 14:56:47;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 1:00;elutions@elutions.com;06/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : will attend 03/07/2014 to make adjustments |17/06/2014 01:00:00|elutions@elutions.com|Floating setpoint at 161 PSI|10/10/2014 12:06:06|Richard Lacey|Setpoint adjusted to 153.;;
089-01;89;Leeds Kirkstall;North;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = HTA-D -- R404A) is set to 165 PSI [24.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;30/09/2013 10:00:00;9272;834;Laurent Crolard;;2014/10/10 12:08;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 14:56:47;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/6/6 1:00;elutions@elutions.com;06/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : will attend 03/07/2014 to make adjustments |17/06/2014 01:00:00|elutions@elutions.com|Floating setpoint at 165 PSI|10/10/2014 12:08:05|Richard Lacey|Setpoint changed to 153psi.;;
079-19;79;Huddersfield Waterloo;North;Refrigeration;Electricity;Refrigeration;Implemented;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = LT-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;11070;996;Laurent Crolard;;2014/11/12 16:25;30/09/2013 10:00:00;;15/05/2014 10:30:00;;20/03/2015 15:10:35;Richard Lacey;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 3:00;elutions@elutions.com;09/07/2014 03:00:00|elutions@elutions.com|The floating suction isn't enabled. The cases aren't configured.|11/12/2014 16:25:32|Richard Lacey|no night time set back is available with these controllers. floating suction is configured and enabled.;;
079-18;79;Huddersfield Waterloo;North;Refrigeration;Electricity;Refrigeration;Blocked;30/09/2013 03:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HTA-D -- R422D) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 46.1 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;30/09/2013 10:00:00;11421;1028;Laurent Crolard;20/08/2014 08:20:40;;30/09/2013 10:00:00;;23/06/2014 10:30:00;20/08/2014 08:20:24;20/03/2015 15:10:35;RD Admin;;;;30/09/2013 10:00:00;;;;;;WITHOUT;;MANUAL;23/06/2014 01:00:00;elutions@elutions.com;23/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : not practicle on this site. T Gardener|25/06/2014 01:00:00|elutions@elutions.com|Why is that not practicle on this site? is it because of the pack's data or the way the installation is set?  Should it be moved to Capital or Maintenance? |07/07/2014 01:00:00|elutions@elutions.com|The floating suction is enabled and the cases are configured, but the max float diff is set to 6 and the setpoint is set to 34 PSI, the pack will never be able to reach 46 PSI. Is there a maintenance issue on this site? † ;;
